company_name,cin,company_status,company_type,company_category,registered_address,email,phone,website,pan,gstin,listing_status,date_of_incorporation,last_agm_date,last_bs_date
JSW PAINTS LIMITED,U24200MH2016PLC273511,Active,Public,Company Limited by Shares,N/A,N/A,N/A,N/A,N/A,N/A,Unlisted,N/A,N/A,N/A
